hotel_name,review_summary,review_p1,review_p2,score,Location_score,Cleanliness_score,Service_score,Value_score
Sheraton Grand Bangalore Hotel at Brigade Gateway,Persian terrace,The food is absolutely amazing !!! ..... bang for your buck definitely 👍 devvrat and Jordin and achu great job...awesome service and very prompt and helpful ... place is definitely worth a try if you want to experience an authentic Persian treat,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Persian terrace,The food is absolutely amazing !!! ..... bang for your buck definitely 👍 devvrat and Jordin and achu great job...awesome service and very prompt and helpful ... place is definitely worth a try if you want to experience an authentic Persian treat,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Persian terrace,The food is absolutely amazing !!! ..... bang for your buck definitely 👍 devvrat and Jordin and achu great job...awesome service and very prompt and helpful ... place is definitely worth a try if you want to experience an authentic Persian treat,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Persian terrace,The food is absolutely amazing !!! ..... bang for your buck definitely 👍 devvrat and Jordin and achu great job...awesome service and very prompt and helpful ... place is definitely worth a try if you want to experience an authentic Persian treat,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,An absolutely fantastic experience!,"I can only say one word about everything and everybody during my stay - GREAT! Shout out to the entire staff and the memorable gift of having me as a guest - more so as a family member. Special thanks to Souvik, Kuwar, Priyanka, Monica, Sreeram, Kailash, Pratiksha, Vineet, Sumeet, Prithviraj and everyone at the hotel staff (I am so sorry if I missed anybody). My trip and experience was epic and I highly recommend this hotel to everyone in the universe.   Also thank you for the ashtray - Pratiksha and the Ganesh - Priyanka memorabilia.   I hope to see you all very soon.  Sincerely Navneet",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Sheraton Grand Bangalore Hotel at Brigade Gateway,Persian terrace,The food is absolutely amazing !!! ..... bang for your buck definitely 👍 devvrat and Jordin and achu great job...awesome service and very prompt and helpful ... place is definitely worth a try if you want to experience an authentic Persian treat,,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,An absolutely fantastic experience!,"I can only say one word about everything and everybody during my stay - GREAT! Shout out to the entire staff and the memorable gift of having me as a guest - more so as a family member. Special thanks to Souvik, Kuwar, Priyanka, Monica, Sreeram, Kailash, Pratiksha, Vineet, Sumeet, Prithviraj and everyone at the hotel staff (I am so sorry if I missed anybody). My trip and experience was epic and I highly recommend this hotel to everyone in the universe.   Also thank you for the ashtray - Pratiksha and the Ganesh - Priyanka memorabilia.   I hope to see you all very soon.  Sincerely Navneet",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,An absolutely fantastic experience!,"I can only say one word about everything and everybody during my stay - GREAT! Shout out to the entire staff and the memorable gift of having me as a guest - more so as a family member. Special thanks to Souvik, Kuwar, Priyanka, Monica, Sreeram, Kailash, Pratiksha, Vineet, Sumeet, Prithviraj and everyone at the hotel staff (I am so sorry if I missed anybody). My trip and experience was epic and I highly recommend this hotel to everyone in the universe.   Also thank you for the ashtray - Pratiksha and the Ganesh - Priyanka memorabilia.   I hope to see you all very soon.  Sincerely Navneet",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,An absolutely fantastic experience!,"I can only say one word about everything and everybody during my stay - GREAT! Shout out to the entire staff and the memorable gift of having me as a guest - more so as a family member. Special thanks to Souvik, Kuwar, Priyanka, Monica, Sreeram, Kailash, Pratiksha, Vineet, Sumeet, Prithviraj and everyone at the hotel staff (I am so sorry if I missed anybody). My trip and experience was epic and I highly recommend this hotel to everyone in the universe.   Also thank you for the ashtray - Pratiksha and the Ganesh - Priyanka memorabilia.   I hope to see you all very soon.  Sincerely Navneet",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,An absolutely fantastic experience!,"I can only say one word about everything and everybody during my stay - GREAT! Shout out to the entire staff and the memorable gift of having me as a guest - more so as a family member. Special thanks to Souvik, Kuwar, Priyanka, Monica, Sreeram, Kailash, Pratiksha, Vineet, Sumeet, Prithviraj and everyone at the hotel staff (I am so sorry if I missed anybody). My trip and experience was epic and I highly recommend this hotel to everyone in the universe.   Also thank you for the ashtray - Pratiksha and the Ganesh - Priyanka memorabilia.   I hope to see you all very soon.  Sincerely Navneet",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,An absolutely fantastic experience!,"I can only say one word about everything and everybody during my stay - GREAT! Shout out to the entire staff and the memorable gift of having me as a guest - more so as a family member. Special thanks to Souvik, Kuwar, Priyanka, Monica, Sreeram, Kailash, Pratiksha, Vineet, Sumeet, Prithviraj and everyone at the hotel staff (I am so sorry if I missed anybody). My trip and experience was epic and I highly recommend this hotel to everyone in the universe.   Also thank you for the ashtray - Pratiksha and the Ganesh - Priyanka memorabilia.   I hope to see you all very soon.  Sincerely Navneet",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,An absolutely fantastic experience!,"I can only say one word about everything and everybody during my stay - GREAT! Shout out to the entire staff and the memorable gift of having me as a guest - more so as a family member. Special thanks to Souvik, Kuwar, Priyanka, Monica, Sreeram, Kailash, Pratiksha, Vineet, Sumeet, Prithviraj and everyone at the hotel staff (I am so sorry if I missed anybody). My trip and experience was epic and I highly recommend this hotel to everyone in the universe.   Also thank you for the ashtray - Pratiksha and the Ganesh - Priyanka memorabilia.   I hope to see you all very soon.  Sincerely Navneet",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,An absolutely fantastic experience!,"I can only say one word about everything and everybody during my stay - GREAT! Shout out to the entire staff and the memorable gift of having me as a guest - more so as a family member. Special thanks to Souvik, Kuwar, Priyanka, Monica, Sreeram, Kailash, Pratiksha, Vineet, Sumeet, Prithviraj and everyone at the hotel staff (I am so sorry if I missed anybody). My trip and experience was epic and I highly recommend this hotel to everyone in the universe.   Also thank you for the ashtray - Pratiksha and the Ganesh - Priyanka memorabilia.   I hope to see you all very soon.  Sincerely Navneet",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
Courtyard Bengaluru Outer Ring Road,An absolutely fantastic experience!,"I can only say one word about everything and everybody during my stay - GREAT! Shout out to the entire staff and the memorable gift of having me as a guest - more so as a family member. Special thanks to Souvik, Kuwar, Priyanka, Monica, Sreeram, Kailash, Pratiksha, Vineet, Sumeet, Prithviraj and everyone at the hotel staff (I am so sorry if I missed anybody). My trip and experience was epic and I highly recommend this hotel to everyone in the universe.   Also thank you for the ashtray - Pratiksha and the Ganesh - Priyanka memorabilia.   I hope to see you all very soon.  Sincerely Navneet",,5.0,"<span class=""ui_bubble_rating bubble_45""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_50""></span>","<span class=""ui_bubble_rating bubble_45""></span>"
